subj_idx,response,rt,amyg,condition
1,1,1.256,0.0076906,1
1,1,2.372,0.63259,1
1,0,1.013,1.6186,1
1,1,0.932,-0.72306,1
1,1,1.554,1.8675,1
1,1,1.78,0.40059,1
1,1,1.027,0.02945,1
1,1,1.829,-0.14977,1
1,1,1.411,0.84652,1
1,0,1.951,0.67686,1
1,0,1.062,-0.69683,1
1,1,0.869,0.98664,1
1,1,0.904,0.68194,1
1,1,0.974,-0.12489,1
1,1,1.93,-0.50668,1
1,1,2.076,-0.60921,1
1,1,2.829,-0.87019,1
1,1,1.615,0.30019,1
1,1,1.362,0.21642,1
1,0,1.824,0.66743,1
1,1,1.042,1.3196,1
1,1,3.04,-0.58314,1
1,1,1.013,0.51389,1
1,1,3.252,1.5437,1
1,1,1.847,-0.31176,1
1,1,0.865,1.5721,1
1,1,1.464,2.035,1
1,1,0.886,0.15756,1
1,1,1.859,0.41855,1
1,1,1.522,-0.80498,1
1,1,2.357,-0.53828,1
1,1,2.222,0.49452,1
1,1,0.953,-0.41014,1
1,1,1.246,0.033461,1
1,1,0.989,-0.65003,1
1,1,1.079,-0.085654,1
1,1,1.38,1.7377,1
1,1,2.351,1.1003,1
1,1,2.905,0.58163,1
1,0,1.093,0.83983,1
1,1,3.294,1.414,1
1,0,2.25,-0.089076,1
1,1,2.915,-0.2468,1
1,1,1.166,-1.1221,1
1,1,1.207,1.1799,1
1,1,2.947,-1.4267,1
1,0,1.308,0.34076,1
1,1,1.424,-0.75874,1
1,1,1.793,0.284,1
1,1,1.469,0.81098,1
1,1,1.554,-0.084136,1
1,0,2.568,-1.3258,1
1,1,1.83,-0.075369,1
1,0,2.538,0.79679,1
1,1,2.356,1.4403,1
1,1,1.601,-0.297,1
1,1,2.158,-0.263,1
1,1,1.327,-0.67239,1
1,1,1.883,-1.4905,1
1,1,3.785,0.89385,1
1,1,2.726,-0.64929,1
1,1,1.814,1.7082,1
1,1,1.119,-0.84975,1
1,1,2.307,-0.66806,1
1,1,0.928,0.58025,1
1,1,2.053,-0.0018693,1
1,0,2.674,-0.029944,1
1,0,2.408,-0.82406,1
1,1,1.915,-1.3714,1
1,1,0.888,-0.030821,1
1,1,2.092,-0.92561,1
1,1,0.962,1.4928,1
1,1,2.823,0.010642,1
1,0,3.057,-0.21205,1
1,1,1.285,-1.225,1
1,1,1.71,-0.40624,1
1,1,1.01,-0.9115,1
1,1,1.809,-0.10826,1
1,1,0.896,1.2731,1
1,1,0.815,-0.54334,1
1,0,2.308,-0.32839,1
1,1,1.269,-0.194,1
1,0,3.582,1.2768,1
1,0,2.383,-0.11136,1
1,1,0.826,1.1572,1
1,1,2.097,0.2452,1
1,1,1.094,1.0562,1
1,1,1.931,-0.45438,1
1,1,1.491,-0.45384,1
1,1,2.169,0.014418,1
1,1,1.162,0.89607,1
1,1,2.352,0.3554,1
1,1,1.771,-0.32983,1
1,1,1.841,-0.4037,1
1,0,3.114,0.16955,1
1,1,0.797,0.19015,1
1,1,1.22,0.65809,1
1,1,1.669,-0.1607,1
1,1,2.14,1.4802,1
1,0,2.993,0.10262,1
1,1,3.059,0.017753,1
1,0,2.497,-0.46929,1
1,1,3.245,-0.10364,1
1,1,0.851,-0.33703,1
1,1,1.373,0.20684,1
1,1,1.342,-0.59621,1
1,1,1.888,1.0707,1
1,0,1.36,0.10433,1
1,1,1.41,1.897,1
1,1,2.219,0.3094,1
1,1,2.175,0.83533,1
1,1,1.664,1.2179,1
1,1,1.648,-0.24827,1
1,1,1.925,-0.37936,1
1,1,1.011,-1.0786,1
1,0,1.011,-1.775,1
1,1,3.282,0.74355,1
1,1,0.998,1.4024,1
1,0,1.17,-0.66735,1
1,1,1.763,1.314,1
1,1,2.736,-0.24615,1
1,1,2.452,-1.0761,1
1,0,1.162,0.22085,1
1,1,1.697,0.30759,1
1,0,3.108,-0.48575,1
1,1,1.228,0.74414,1
1,1,1.427,1.3862,1
1,1,1.38,-0.58986,1
1,1,1.979,0.77545,1
1,1,3.134,-0.38128,1
1,1,2.039,-0.50619,1
1,1,0.834,-0.12427,1
1,1,1.135,0.039348,1
1,1,1.386,-0.50278,1
1,0,1.595,0.92933,1
1,1,1.414,0.37836,1
1,1,1.414,-0.36974,1
1,1,2.419,1.0161,1
1,1,1.673,-0.12767,1
1,1,1.917,0.7326,1
1,1,1.041,-1.0688,1
1,1,1.919,-0.63072,1
1,1,2.694,0.57208,1
1,1,0.84,0.13176,1
1,1,3.271,-0.04216,1
1,1,2.08,-0.09574,1
1,1,0.962,-1.0971,1
1,1,1.59,-0.42269,1
1,1,0.918,-0.68336,1
1,1,1.81,0.75813,1
1,0,3.697,0.8678,1
1,0,1.816,0.15566,1
1,1,2.605,-0.88231,1
1,1,0.811,1.613,1
1,1,0.952,1.0407,1
1,1,1.265,-1.2123,1
1,1,0.894,0.20418,1
1,0,1.422,-0.11487,1
1,1,2.083,1.3395,1
1,0,1.824,-0.47769,1
1,1,1.286,-0.38669,1
1,0,2.826,-0.84334,1
1,1,3.414,0.010542,1
1,1,1.201,0.56015,1
1,0,2.437,-0.45,1
1,0,1.05,0.24598,1
1,1,2.162,-1.4541,1
1,1,2.869,1.3306,1
1,1,3.16,1.0165,1
1,0,2.971,0.15714,1
1,1,1.518,-0.40651,1
1,1,1.544,-0.16355,1
1,1,1.312,0.14188,1
1,1,1.402,-0.32081,1
1,1,3.133,0.35959,1
1,1,1.579,1.4588,1
1,1,2.731,-0.42663,1
1,1,1.715,0.54334,1
1,1,0.795,0.88226,1
1,1,1.424,0.40404,1
1,1,0.955,0.19043,1
1,1,2.38,-0.33772,1
1,1,2.332,1.0655,1
1,0,1.347,-0.11184,1
1,1,1.589,-1.3585,1
1,1,0.853,-0.14471,1
1,1,1.242,-0.02437,1
1,1,1.949,-0.3298,1
1,1,1.423,-1.4833,1
1,1,1.261,1.5144,1
1,1,2.387,-1.2499,1
1,0,1.271,0.13667,1
1,1,1.797,-0.72844,1
1,1,2.231,0.82031,1
1,1,1.225,1.5185,1
1,0,1.894,1.3569,1
1,1,0.985,-0.88993,1
1,1,1.253,-0.15954,1
1,1,3.736,0.81822,1
1,1,2.108,0.92668,1
1,0,3.557,-0.77225,1
1,1,2.774,-0.60735,1
1,1,1.485,1.4619,1
1,1,1.899,0.66391,1
1,1,1.06,1.1571,1
1,1,1.043,0.80275,1
1,0,2.659,-0.45987,1
1,1,0.965,1.4605,1
1,0,3.618,-0.45849,1
1,0,2.966,-0.35858,1
1,1,3.159,0.95863,1
1,1,1.359,1.1794,1
1,0,1.772,-0.80347,1
1,1,1.455,0.24075,1
1,1,1.296,0.8487,1
1,1,1.37,-0.7839,1
1,1,1.812,-1.1884,1
1,1,1.322,-0.21189,1
1,1,3.277,-0.10024,1
1,1,1.704,-1.8092,1
1,0,3.488,-0.55181,1
1,1,1.643,-1.0146,1
1,1,1.414,-0.5852,1
1,1,1.02,-0.048258,1
1,1,2.024,1.2885,1
1,1,2.383,0.66838,1
1,1,1.248,-0.59325,1
1,1,0.902,0.79969,1
1,1,1.006,0.48456,1
1,1,1.201,1.532,1
1,1,1.305,-0.70292,1
1,1,3.652,1.0264,1
1,0,1.719,-0.90163,1
1,1,2.597,-0.62131,1
1,1,3.6,0.55651,1
1,0,3.616,-0.23598,1
1,1,1.692,0.29047,1
1,1,1.388,0.48588,1
1,1,2.18,0.44751,1
1,1,1.14,-0.55444,1
1,1,1.152,-0.81418,1
1,1,1.164,-0.027231,1
1,1,1.294,-0.17546,1
1,1,1.185,1.6509,1
1,1,1.133,1.628,1
1,0,1.771,1.0306,1
1,1,2.962,1.7928,1
1,1,0.996,1.0619,1
1,1,1.115,0.54058,1
1,1,1.317,0.92303,1
1,0,1.666,-0.12278,1
1,1,1.556,-0.48895,1
1,1,1.333,0.71808,1
1,1,1.711,-0.42168,1
1,1,2.529,0.64798,1
1,1,1.256,1.4514,1
1,1,1.42,0.46204,1
1,1,1.504,-0.071014,1
1,1,3.343,0.93145,1
1,1,1.104,0.35724,1
1,0,1.676,0.43144,1
1,1,3.529,-0.12997,1
1,1,1.134,-0.37954,1
1,1,0.925,-1.7487,1
1,1,2.339,0.63625,1
1,1,2.462,0.0040684,1
1,0,2.387,0.92359,1
1,1,1.271,0.35404,1
1,0,2.228,0.23622,1
1,1,0.958,-0.98582,1
1,0,2.087,0.091106,1
1,1,2.014,-0.26729,1
1,1,1.188,-0.038263,1
1,0,1.035,-0.081583,1
1,1,2.306,-0.20836,1
1,1,1.905,0.76246,1
1,1,1.245,0.65756,1
1,1,1.479,0.028003,1
1,0,3.859,0.04936,1
1,0,2.07,-0.11164,1
1,1,2.014,0.97907,1
1,1,2.426,-0.064244,1
1,1,2.633,-0.27093,1
1,1,2.838,-1.114,1
1,1,2.109,0.57622,1
1,1,0.887,0.2321,1
1,1,3.143,-0.42629,1
1,1,1.323,0.30411,1
1,0,1.54,-0.56006,1
1,1,1.215,0.29684,1
1,1,1.3,0.26312,1
1,1,2.663,-0.15247,1
1,1,3.931,1.044,1
1,0,2.633,0.092233,1
1,1,1.633,-0.47652,1
1,1,1.952,0.51754,1
1,1,1.86,-0.68648,1
1,1,1.195,-0.3103,1
1,0,1.901,1.6813,1
1,0,2.036,-1.1202,1
1,1,1.982,1.0409,1
1,1,1.406,-1.3052,1
1,1,1.055,1.0486,1
1,1,2.492,-0.6752,1
1,1,1.494,-0.12431,1
1,1,1.179,-0.075198,1
1,1,3.395,1.2062,1
1,0,1.749,-1.086,1
1,1,0.81,0.44479,1
1,1,1.138,1.0002,1
1,1,0.936,1.2353,1
1,0,1.353,1.1299,1
1,0,2.422,-0.33573,1
1,1,1.335,1.0718,1
1,1,1.337,0.62371,1
1,1,2.623,-0.65969,1
1,1,0.845,1.098,1
1,0,2.276,0.19789,1
1,0,2.999,-0.27996,1
1,1,0.874,0.80623,1
1,1,1.125,0.034287,1
1,1,1.732,1.7243,1
1,1,1.339,0.13844,1
1,1,2.478,-0.30202,1
1,1,1.976,0.67376,1
1,0,1.339,0.35665,1
1,0,1.806,1.419,1
1,1,1.018,-1.1967,1
1,1,3.043,0.5104,1
1,1,1.738,0.86949,1
1,1,1.836,-0.040226,1
1,1,1.218,-0.44623,1
1,1,2.049,0.42033,1
1,1,1.997,0.83813,1
1,1,3.211,0.54438,1
1,0,1.17,0.29542,1
1,0,1.325,0.18471,1
1,0,1.104,0.26855,1
1,0,1.521,-0.76775,1
1,1,1.166,0.58156,1
1,0,1.144,1.1116,1
1,1,1.034,-0.28024,1
1,0,1.199,-1.0938,1
1,1,1.955,-0.18768,1
1,1,1.194,0.85461,1
1,1,3.54,0.096781,1
1,1,1.157,-0.20604,1
1,1,1.555,0.29095,1
1,1,1.866,0.41697,1
1,1,1.358,-0.77786,1
1,1,1.583,2.0302,1
1,0,2.281,1.0748,1
1,1,2.942,-0.56601,1
1,1,0.999,0.72332,1
1,1,1.522,-0.73752,1
1,1,3.724,1.6069,1
1,1,2.241,-0.25186,1
1,1,2.788,0.83367,1
1,1,1.525,-0.041725,1
1,0,1.379,-0.33889,1
1,1,2.007,1.6201,1
1,1,2.422,-1.1183,1
1,1,1.489,0.38922,1
1,0,1.246,0.72847,1
1,0,1.344,-1.2589,1
1,1,0.987,-0.50687,1
1,1,1.097,2.8007,1
1,1,1.457,1.9362,1
1,1,3.999,-0.28478,1
1,1,1.87,-0.25751,1
1,0,1.713,1.3906,1
1,1,2.013,0.0012523,1
1,1,1.428,0.049713,1
1,0,1.117,0.19574,1
1,1,1.135,-0.090226,1
1,1,3.197,-0.18585,1
1,1,1.029,-0.084138,1
1,1,1.383,-0.18109,1
1,1,1.123,0.48939,1
1,1,1.13,-0.89808,1
1,1,0.97,0.96229,1
1,1,3.366,-0.94569,1
1,0,1.114,-0.093465,1
1,1,1.385,0.18421,1
1,1,0.899,0.23462,1
1,0,1.595,-0.72488,1
1,1,1.772,0.39183,1
1,1,1.946,-0.90835,1
1,1,2.664,-0.53682,1
1,1,1.623,-0.068243,1
1,1,1.873,-0.77065,1
1,1,2.336,-0.54641,1
1,1,3.113,0.19983,1
1,1,2.421,0.82632,1
1,1,1.235,-0.33744,1
1,1,1.074,0.43387,1
1,1,3.84,0.58775,1
1,1,1.196,0.72466,1
1,1,1.216,-1.1352,1
1,0,1.21,-0.68762,1
1,1,0.966,0.15168,1
1,1,2.571,0.076914,1
1,1,2.307,-0.13197,1
1,1,2.723,0.32386,1
1,1,1.637,0.25549,1
1,0,1.907,-1.063,1
1,1,0.867,-0.46214,1
1,1,2.254,0.014621,1
1,0,1.21,-0.060894,1
1,1,1.174,-0.45761,1
1,0,2.825,0.55249,1
1,1,1.696,-0.25504,1
1,1,0.926,0.97145,1
1,0,1.663,1.1097,1
1,1,1.835,0.61423,1
1,0,1.343,0.77155,1
1,1,3.852,0.35539,1
1,0,2.671,0.094402,1
1,1,1.741,0.26637,1
1,1,1.656,-1.0733,1
1,1,1.434,-0.31091,1
1,1,1.58,0.52243,1
1,1,3,-0.020553,1
1,1,1.17,-0.23241,1
1,0,1.355,1.982,1
1,1,1.489,0.49806,1
1,1,0.839,0.68329,1
1,0,1.437,0.62271,1
1,1,1.702,-0.38851,1
1,0,1.704,0.61301,1
1,1,2.633,0.1143,1
1,1,1.879,-1.3853,1
1,1,0.908,0.10891,1
1,0,1.364,-0.29663,1
1,1,2.93,-1.1615,1
1,1,1.667,0.39798,1
1,0,1.361,1.1306,1
1,1,2.528,-1.4,1
1,1,1.106,0.18746,1
1,1,1.578,-0.36651,1
1,0,0.955,0.8173,1
1,0,1.014,-0.34375,1
1,1,1.631,1.7652,1
1,1,1.412,-0.27627,1
1,0,1.965,-1.2355,1
1,0,1.928,0.54477,1
1,1,0.813,2.206,1
1,1,1.355,0.85363,1
1,1,2.039,0.40515,1
1,1,3.898,-1.2408,1
1,1,1.3,1.1776,1
1,0,2.912,1.3303,1
1,1,1.521,-0.094579,1
1,1,0.884,0.47164,1
1,0,1.357,-0.79676,1
1,1,1.761,0.39266,1
1,1,1.506,-0.91156,1
1,1,1.705,0.32886,1
1,0,2.617,0.98531,1
1,1,0.888,0.23104,1
1,0,0.954,-0.27096,1
1,1,2.46,-0.79964,1
1,1,1.106,0.30463,1
1,1,0.827,0.036984,1
1,1,1.176,0.91837,1
1,1,3.499,0.39292,1
1,1,3.098,0.60764,1
1,0,2.177,0.84682,1
1,1,3.149,0.072054,1
1,1,2.416,-0.34342,1
1,0,2.093,0.47879,1
1,1,1.744,0.070759,1
1,1,1.267,-0.24282,1
1,0,1.628,0.60782,1
1,1,1.226,-1.2009,1
1,1,2.155,1.9222,1
1,1,3.206,0.85919,1
1,1,3.439,-0.64213,1
1,1,1.764,1.2198,1
1,1,1.288,1.6204,1
1,1,1.145,-0.76652,1
1,0,1.134,-0.49679,1
1,0,1.031,-0.0027904,1
1,1,1.233,1.4334,1
1,1,1.594,2.0818,1
1,1,1.13,0.79839,1
1,1,2.279,-0.63454,1
1,1,2.221,1.0705,1
1,1,2.485,0.67148,1
1,1,1.408,-0.21436,1
1,1,1.548,1.9385,1
1,1,1.625,0.12478,1
1,1,1.503,-0.11147,1
1,1,1.32,-0.48949,1
1,1,1.266,-0.27284,1
1,0,3.324,0.7385,1
1,0,1.86,-0.48867,1
1,1,2.262,-0.2324,1
1,0,2.674,0.18163,1
1,1,3.497,0.78061,1
1,1,0.878,0.13175,1
1,1,3.895,-0.89282,1
1,1,2.118,0.69142,1
1,1,1.187,-0.60393,1
1,1,0.821,-0.4327,1
1,0,1.405,1.0879,1
1,1,1.117,-0.2514,1
1,1,0.968,0.80919,1
1,0,2.338,0.99212,1
1,1,1.393,-1.8962,1
1,1,1.273,0.27387,1
1,1,3.723,-0.64476,1
1,1,2.642,0.12739,1
1,1,0.756,0.0070125,1
1,1,2.25,-0.63201,1
1,1,1.595,-1.2947,1
1,1,3.902,-1.1665,1
1,1,2.929,-0.59088,1
1,1,1.855,0.86225,1
1,1,3.858,1.8647,1
1,1,2.018,0.27942,1
1,1,2.49,-0.98707,1
1,1,1.268,0.53299,1
1,1,2.337,0.25296,1
1,1,1.026,-0.042639,1
1,1,1.967,0.49629,1
1,0,2.367,-0.46016,1
1,1,3.489,0.99158,1
1,1,2.235,-0.2226,1
1,1,1.178,1.8722,1
1,1,1.787,0.62562,1
1,1,1.614,0.6862,1
1,1,1.418,1.9829,1
1,1,1.602,0.54713,1
1,1,3.805,-0.038779,1
1,1,2.624,-0.024607,1
1,1,0.9,1.0659,1
1,1,1.728,-0.37119,1
1,1,1.627,-0.13547,1
1,1,1.049,0.70095,1
1,1,2.471,-0.66368,1
1,0,1.066,-0.13773,1
1,0,1.169,-0.030908,1
1,0,1.707,0.60983,1
1,1,1.523,1.1003,1
1,0,1.267,0.095016,1
1,1,1.78,1.1903,1
1,1,3.939,0.36903,1
1,1,1.206,-0.22546,1
1,1,3.332,0.18742,1
1,0,1.543,-1.184,1
1,1,1.274,0.14964,1
1,0,1.306,-0.88358,1
1,1,1.991,0.83314,1
1,1,0.97,0.37646,1
1,0,1.256,-1.4065,1
1,1,1.151,-1.438,1
1,1,1.358,0.49002,1
1,1,1.945,-0.63151,1
1,1,1.697,-0.31834,1
1,1,1.566,0.51667,1
1,1,1.808,0.82627,1
1,1,1.136,0.82078,1
1,1,2.229,-0.6872,1
1,1,2.281,1.3714,1
1,1,0.888,-0.41658,1
1,1,1.321,0.42126,1
1,0,1.359,-0.18202,1
1,1,1.183,-0.97162,1
1,1,3.784,-0.89937,1
1,1,0.992,0.99239,1
1,0,3.854,1.5713,1
1,0,1.309,2.5467,1
1,1,1.773,1.6418,1
1,1,2.051,0.54436,1
1,0,0.986,-1.3379,1
1,1,1.096,1.699,1
1,1,2.527,0.34319,1
1,0,1.427,-0.33389,1
1,1,1.235,0.51681,1
1,1,2.656,-0.18374,1
1,1,3.461,0.0097977,1
1,1,1.155,0.12766,1
1,1,2.263,-0.17036,1
1,1,1.932,0.80339,1
1,1,2.075,0.021461,1
1,1,2.292,0.40346,1
1,1,1.473,0.57873,1
1,1,0.819,0.23942,1
1,1,1.399,0.40847,1
1,1,1.146,0.505,1
1,1,1.66,-0.57528,1
1,1,0.965,0.76759,1
1,1,0.981,-0.28289,1
1,1,1.398,2.0464,1
1,0,1.617,0.28072,1
1,1,1.103,0.71485,1
1,1,1.18,1.3012,1
1,1,1.265,0.61104,1
1,1,1.264,0.27586,1
1,1,1.618,0.7361,1
1,1,1.002,-0.16814,1
1,1,1.643,-1.5316,1
1,1,1.003,1.4565,1
1,1,1.591,2.1798,1
1,1,1.406,0.2003,1
1,1,1.499,1.3807,1
1,1,2.178,2.2798,1
1,0,2.435,-0.69446,1
1,1,1.017,0.099575,1
1,1,2.527,0.36719,1
1,1,1.327,0.23383,1
1,1,1.102,0.42639,1
1,1,2.602,1.2358,1
1,1,1.187,0.31645,1
1,1,1.24,1.1856,1
1,1,1.033,1.9952,1
1,1,1.417,-0.13464,1
1,1,1.872,-0.46604,1
1,1,1.124,-0.77046,1
1,1,1.204,0.6724,1
1,0,1.373,1.0309,1
1,0,1.727,0.43532,1
1,0,2.43,-0.2106,1
1,1,0.924,0.33,1
1,1,2.479,0.82277,1
1,1,1.206,1.1953,1
1,1,1.703,-0.63304,1
1,1,1.143,0.1175,1
1,1,2.681,0.62302,1
1,0,2.368,2.6608,1
1,1,2.599,0.67928,1
1,1,1.585,2.0589,1
1,1,3.112,0.23237,1
1,1,1.377,-1.4721,1
1,1,2.784,2.2537,1
1,1,0.865,0.69218,1
1,1,1.111,0.16549,1
1,1,2.834,0.30118,1
1,1,1.996,0.49897,1
1,0,1.884,-0.47616,1
1,1,3.18,0.52079,1
1,1,1.651,0.14561,1
1,1,3.174,-0.579,1
1,1,1.605,-0.62016,1
1,1,1.15,-0.12689,1
1,1,2.1,0.26777,1
1,1,1.473,0.0063571,1
1,1,1.241,0.070324,1
1,1,2.15,-0.39161,1
1,1,1.297,0.15208,1
1,1,2.364,-0.69685,1
1,0,1.795,-0.61732,1
1,1,1.431,0.5677,1
1,1,2.304,-1.5289,1
1,1,1.743,1.182,1
1,1,1.542,0.068368,1
1,1,1.788,1.601,1
1,1,1.395,-0.22328,1
1,1,2.956,-0.33762,1
1,1,1.326,-0.19937,1
1,0,1.81,-0.42097,1
1,1,1.064,-1.2252,1
1,1,2.244,-0.14787,1
1,1,1.79,-0.66313,1
1,1,2.591,0.52819,1
1,1,1.169,-0.83768,1
1,1,2.763,0.08236,1
1,1,1.271,0.82363,1
1,0,1.099,-0.49007,1
1,1,1.208,0.3416,1
1,1,1.579,0.25077,1
1,1,1.486,0.43683,1
1,1,1.1,-0.37933,1
1,0,2.71,0.70816,1
1,1,1.448,-0.75926,1
1,0,2.048,0.068009,1
1,1,1.547,0.76447,1
1,1,1.042,0.93668,1
1,0,2.012,1.2695,1
1,1,1.639,0.72195,1
1,1,0.903,0.81455,1
1,1,1.638,0.01698,1
1,1,0.994,0.18812,1
1,1,2.07,0.62397,1
1,1,1.29,0.75789,1
1,1,1.696,0.6464,1
1,1,2.537,-1.2118,1
1,1,2.179,1.0542,1
1,1,2.295,-0.82134,1
1,0,3.216,0.14404,1
1,1,1.379,-0.13786,1
1,1,2.489,0.080602,1
1,1,0.852,0.11271,1
1,1,1.759,0.34298,1
