subj_idx,response,rt,amyg,condition
1,1,1.32,-0.42754,1
1,0,2.5,1.2237,1
1,1,1.92,-0.98567,1
1,1,2.643,0.082101,1
1,1,0.857,-0.68838,1
1,1,1.088,-0.11218,1
1,1,2.032,-0.3324,1
1,0,3.52,-0.58371,1
1,1,2.146,1.9317,1
1,1,2.265,0.13922,1
1,1,0.9,0.11834,1
1,1,1.003,0.40505,1
1,0,1.192,-0.24079,1
1,0,1.133,1.4282,1
1,1,3.356,0.37071,1
1,1,0.882,0.18853,1
1,1,1.27,0.02092,1
1,1,1.074,2.8121,1
1,1,0.852,0.7193,1
1,1,2.13,0.33276,1
1,0,1.567,-1.2111,1
1,1,1.794,1.1475,1
1,1,1.818,-0.5404,1
1,1,1.118,-1.2572,1
1,1,2.746,2.3697,1
1,1,1.343,-0.84298,1
1,1,1.35,0.38055,1
1,0,1.706,-0.39964,1
1,1,1.256,0.30973,1
1,0,2.755,0.3035,1
1,1,1.528,0.70317,1
1,1,2.593,-0.52921,1
1,1,1.454,-0.56711,1
1,1,0.964,0.35312,1
1,1,1.242,0.39178,1
1,1,1.122,0.20874,1
1,1,1.055,0.56844,1
1,0,1.883,-0.44313,1
1,1,2.513,-1.4247,1
1,1,2.785,-0.4182,1
1,0,1.416,0.048475,1
1,1,0.946,0.53312,1
1,1,0.911,-2.3042,1
1,1,2.387,0.17286,1
1,1,1.726,0.55586,1
1,1,1.364,1.8615,1
1,1,1.241,0.59301,1
1,0,1.558,-0.86956,1
1,1,2.425,-1.4591,1
1,1,0.914,1.0869,1
1,1,1.692,0.60931,1
1,1,1.027,0.38789,1
1,0,2.641,-0.2844,1
1,1,2.515,-0.70257,1
1,1,1.272,0.57518,1
1,1,0.949,0.60084,1
1,0,2.399,2.2744,1
1,0,2.378,-0.24115,1
1,1,3.3,-0.807,1
1,1,3.14,0.11548,1
1,1,1.28,0.91116,1
1,1,1.415,-0.032272,1
1,1,2.898,0.40791,1
1,1,1.082,0.03647,1
1,1,0.917,1.1416,1
1,1,1.124,0.13551,1
1,1,1.079,-0.44873,1
1,1,1.859,-0.57987,1
1,1,1.233,0.097457,1
1,0,1.006,-0.27756,1
1,1,2.116,-0.022356,1
1,1,2.545,-0.097362,1
1,0,1.335,0.96268,1
1,1,1.621,-0.48171,1
1,1,1.346,-0.49788,1
1,1,2.76,0.9559,1
1,1,3.958,-0.55319,1
1,1,1.224,0.63069,1
1,0,2.471,1.0725,1
1,1,1.237,-0.72514,1
1,1,1.357,-0.47841,1
1,0,1.75,0.058395,1
1,0,2.268,-0.21141,1
1,0,3.135,-0.67405,1
1,1,1.024,0.089097,1
1,0,1.667,-0.94407,1
1,1,1.688,-0.041426,1
1,1,1.035,0.7881,1
1,0,1.644,1.0932,1
1,1,1.941,0.65845,1
1,1,0.88,2.481,1
1,0,1.754,-0.47003,1
1,1,0.886,0.85938,1
1,1,1.765,0.10179,1
1,1,1.205,-0.88445,1
1,0,1.186,-0.29521,1
1,0,1.412,0.4301,1
1,0,1.691,-0.15236,1
1,1,1.124,0.7081,1
1,0,1.885,-0.89752,1
1,1,2.333,-1.4862,1
1,0,3.202,-0.18945,1
1,1,0.949,0.082136,1
1,1,1.406,0.14621,1
1,1,1.65,0.56272,1
1,0,1.882,0.60798,1
1,1,1.407,0.28469,1
1,1,0.952,1.2631,1
1,1,1.835,0.39227,1
1,1,3.309,-0.39823,1
1,1,1.416,-1.1487,1
1,1,1.679,-0.8398,1
1,1,1.192,0.19855,1
1,1,1.562,1.3768,1
1,1,1.029,0.86029,1
1,1,0.849,-0.76817,1
1,0,1.2,0.14138,1
1,1,1.594,0.29168,1
1,1,1.855,0.48351,1
1,1,1.493,0.32024,1
1,1,3.434,0.38345,1
1,1,1.02,1.7046,1
1,1,1.191,-0.7304,1
1,0,1.116,0.26733,1
1,1,1.228,0.89067,1
1,1,1.545,-0.67294,1
1,1,0.974,0.74517,1
1,1,1.049,1.0838,1
1,1,1.873,0.71431,1
1,1,2.813,1.7544,1
1,0,1.33,0.31969,1
1,1,3.033,-0.20387,1
1,1,1.606,0.63693,1
1,1,1.12,-0.47224,1
1,0,1.526,0.15983,1
1,1,0.843,1.1417,1
1,1,1.321,0.19709,1
1,1,1.363,2.4171,1
1,1,3.551,2.8885,1
1,1,2.357,-1.4337,1
1,0,1.559,-0.66087,1
1,1,2.063,-0.51225,1
1,0,1.217,-0.59558,1
1,1,0.825,-0.71507,1
1,1,2.473,1.2704,1
1,1,1.14,1.591,1
1,1,1.277,0.96382,1
1,1,2.089,-0.7704,1
1,1,1.912,0.62258,1
1,0,1.176,1.4083,1
1,1,0.975,0.7998,1
1,1,2.015,-0.72873,1
1,1,1.334,1.1797,1
1,1,1.381,-0.28297,1
1,1,2.602,0.43918,1
1,0,1.143,-0.77282,1
1,1,2.006,0.44327,1
1,1,1.074,-0.54383,1
1,1,0.884,0.41114,1
1,1,1.49,0.24763,1
1,1,0.887,2.0803,1
1,1,3.915,-0.25709,1
1,1,1.053,-0.60002,1
1,1,1.948,0.2267,1
1,1,2.634,0.92377,1
1,1,3.517,-0.39475,1
1,1,1.807,0.86263,1
1,1,1.01,0.33121,1
1,1,1.185,-0.75908,1
1,1,1.063,-0.83517,1
1,1,1.08,-0.54403,1
1,1,0.839,0.041684,1
1,1,0.833,1.1994,1
1,1,2.509,0.95824,1
1,1,1.033,1.516,1
1,1,1.762,1.0554,1
1,1,1.666,0.70497,1
1,1,1.333,-1.1621,1
1,1,1.926,-0.67211,1
1,1,0.783,-0.58012,1
1,1,1.434,0.86241,1
1,1,1.016,0.63211,1
1,1,1.957,0.73904,1
1,0,1.826,0.082496,1
1,1,1.432,1.0635,1
1,1,1.217,2.0324,1
1,1,2.319,0.43926,1
1,1,1.014,1.1671,1
1,1,1.527,-2.142,1
1,1,1.458,1.9785,1
1,1,3.767,-1.5028,1
1,0,1.729,1.1666,1
1,0,1.734,0.69462,1
1,1,0.828,1.7753,1
1,1,1.436,0.30425,1
1,1,2.656,0.32746,1
1,1,1.23,0.79937,1
1,1,1.019,1.0406,1
1,0,1.746,0.02856,1
1,1,1.268,1.1575,1
1,0,2.046,0.31619,1
1,0,3.432,-0.40059,1
1,1,2.797,0.60585,1
1,1,1.3,0.12485,1
1,1,2.519,-0.067199,1
1,0,2.101,-0.23169,1
1,1,1.395,0.12935,1
1,0,2.099,0.70054,1
1,0,1.872,0.041504,1
1,1,1.668,-0.32471,1
1,1,1.497,0.65079,1
1,1,1.533,0.74192,1
1,1,2.632,0.55047,1
1,1,2.473,-1.0598,1
1,1,1.367,0.52311,1
1,1,1.67,-1.5256,1
1,1,3.134,2.1374,1
1,0,1.218,-0.011154,1
1,1,1.093,1.805,1
1,1,0.873,0.74931,1
1,1,2.464,1.1161,1
1,1,1.129,-0.23951,1
1,1,2.136,-1.0647,1
1,1,1.036,0.68381,1
1,1,0.811,-0.31841,1
1,1,1.988,2.1007,1
1,1,1.213,0.57891,1
1,1,2.079,0.31402,1
1,1,1.189,0.59459,1
1,1,1.064,0.74388,1
1,1,2.109,-1.8502,1
1,0,2.932,0.43466,1
1,1,3.451,0.53821,1
1,1,3.979,0.024934,1
1,0,2.295,0.65337,1
1,1,0.996,-1.1541,1
1,1,1.035,0.97698,1
1,0,1.122,0.92502,1
1,0,2.682,-0.66497,1
1,1,1.144,0.099578,1
1,0,2.862,0.96005,1
1,1,2.091,-0.21347,1
1,1,1.339,0.39018,1
1,1,1.316,-0.97557,1
1,0,1.497,0.227,1
1,1,2.721,-0.31531,1
1,1,1.047,0.58963,1
1,1,2.462,1.5418,1
1,1,1.508,1.5073,1
1,1,1.338,-0.28203,1
1,1,0.948,0.1777,1
1,1,1.133,0.45354,1
1,1,1.229,0.392,1
1,0,2.33,0.38659,1
1,0,2.046,2.5201,1
1,1,1.172,-0.027701,1
1,1,1.711,-0.90019,1
1,1,1.619,0.12771,1
1,1,0.848,0.34431,1
1,1,0.935,-0.81961,1
1,1,1.264,0.78938,1
1,1,2.616,0.44873,1
1,1,3.228,0.9214,1
1,1,1.311,0.098953,1
1,0,1.155,0.18078,1
1,1,1.454,-0.20465,1
1,1,1.114,0.95361,1
1,1,1.186,0.60476,1
1,0,0.853,-0.78265,1
1,1,2.847,-0.75687,1
1,1,1.149,0.20164,1
1,1,2.525,-0.036877,1
1,1,1.045,-0.45862,1
1,1,2.712,-1.1169,1
1,1,1.372,1.0345,1
1,0,1.966,-0.051179,1
1,0,2.101,0.56202,1
1,1,1.122,-0.30053,1
1,1,1.515,-0.29358,1
1,0,1.089,1.2262,1
1,1,2.797,1.359,1
1,1,2.453,0.90701,1
1,1,2.596,0.78717,1
1,0,2.113,0.62121,1
1,0,2.675,-1.8175,1
1,1,0.958,-0.231,1
1,1,1.351,-0.11659,1
1,1,1.926,-0.78086,1
1,1,1.459,1.9555,1
1,1,1.337,-0.68625,1
1,1,3.428,-0.050046,1
1,0,1.782,-0.4151,1
1,1,1.373,-0.57811,1
1,0,1.411,-1.0199,1
1,0,1.33,1.3877,1
1,1,1.686,0.30423,1
1,1,1.569,0.24495,1
1,1,1.293,0.85771,1
1,1,2.363,-1.5215,1
1,1,2.108,1.3544,1
1,1,1.278,1.0776,1
1,1,1.453,0.10102,1
1,1,1.49,0.71492,1
1,1,0.955,0.32233,1
1,1,2.351,-0.45171,1
1,1,1.479,0.13004,1
1,0,1.371,-0.12584,1
1,0,2.478,-1.4563,1
1,1,1.55,-2.4383,1
1,1,2.777,0.24269,1
1,1,2.292,-0.03047,1
1,1,1.413,0.51851,1
1,1,1.29,-0.12154,1
1,1,2.083,0.86523,1
1,1,3.25,-0.2367,1
1,1,0.961,-0.028269,1
1,1,0.842,-0.041271,1
1,1,1.634,-0.22607,1
1,1,1.836,0.67369,1
1,0,3.224,0.80801,1
1,1,0.779,-0.16843,1
1,1,0.913,-1.5036,1
1,1,1.65,0.21916,1
1,1,3.298,1.2283,1
1,0,2.009,0.33982,1
1,1,1.196,0.5272,1
1,1,1.223,-0.64467,1
1,1,2.628,0.48594,1
1,1,1.643,0.94117,1
1,1,2.027,1.3334,1
1,1,1.199,-0.039625,1
1,1,2.386,1.4413,1
1,1,3.132,-0.032105,1
1,1,3.502,0.45625,1
1,1,1.191,0.18989,1
1,1,0.953,0.24673,1
1,1,1.764,1.8921,1
1,1,0.809,1.3461,1
1,1,1.084,0.58293,1
1,1,3.008,1.1501,1
1,1,2.648,0.85437,1
1,1,2.56,-1.1563,1
1,1,1.174,0.69645,1
1,1,1.36,0.086351,1
1,0,1.751,0.31772,1
1,1,1.769,0.76121,1
1,1,1.239,-0.37155,1
1,1,0.909,-0.91786,1
1,1,1.561,1.2946,1
1,1,1.135,-0.35281,1
1,1,1.055,-1.1955,1
1,1,1.145,-1.4089,1
1,0,1.998,0.72648,1
1,1,1.551,-0.5079,1
1,1,1.389,-0.041483,1
1,1,1.16,-0.070612,1
1,1,0.992,0.19041,1
1,1,2.277,0.94669,1
1,1,1.448,-0.70462,1
1,0,1.032,0.22454,1
1,1,1.105,-0.82153,1
1,1,1.669,0.81744,1
1,1,0.972,-0.214,1
1,1,1.155,0.3387,1
1,1,1.131,0.14387,1
1,1,1.398,-0.53632,1
1,0,2.644,0.14182,1
1,1,0.917,-0.19846,1
1,1,2.433,0.62675,1
1,1,1.02,-0.08101,1
1,1,2.584,1.1771,1
1,1,1.837,-1.4123,1
1,1,1.99,1.3504,1
1,1,1.49,-0.16235,1
1,1,2.628,-0.64106,1
1,1,1.275,0.3699,1
1,0,0.893,0.70691,1
1,1,1.517,-1.1066,1
1,1,0.83,-0.11022,1
1,1,1.217,0.70429,1
1,0,1.61,-0.1893,1
1,1,1.038,0.53273,1
1,0,1.749,0.7686,1
1,1,1.234,1.448,1
1,1,3.053,0.021043,1
1,1,1.057,-0.050415,1
1,1,1.611,1.6306,1
1,1,1.02,0.1037,1
1,1,1.213,-0.49891,1
1,1,1.091,-0.033959,1
1,1,3.5,-0.50855,1
1,1,1.513,-2.2402,1
1,1,2.059,-0.16476,1
1,1,3.434,0.05555,1
1,1,1.988,1.1916,1
1,1,1.355,-0.17738,1
1,1,3.424,-0.14414,1
1,1,2.58,-0.12866,1
1,0,2.169,0.48731,1
1,1,0.922,0.71612,1
1,1,1.044,0.60207,1
1,1,1.187,0.22551,1
1,0,1.338,-0.23615,1
1,1,1.041,0.69868,1
1,0,2.667,-0.60083,1
1,1,2.622,0.63628,1
1,1,1.324,-0.99524,1
1,1,1.154,0.56325,1
1,1,1.472,-2.0667,1
1,0,2.29,-0.28894,1
1,1,1.927,0.53438,1
1,1,1.898,0.74807,1
1,1,2.094,1.0477,1
1,1,1.499,-0.24132,1
1,1,2.984,-0.10152,1
1,1,3.139,-1.0459,1
1,1,1.436,0.43417,1
1,1,2.432,-0.52474,1
1,1,1.309,0.49169,1
1,1,1.763,0.072013,1
1,0,1.806,0.25747,1
1,1,1.153,0.85807,1
1,1,1.249,0.019685,1
1,1,3.355,0.33197,1
1,1,3.049,-0.48634,1
1,1,1.625,1.5836,1
1,1,2.389,-0.38374,1
1,1,1.831,-0.44876,1
1,1,1.46,-0.18466,1
1,1,0.938,0.012746,1
1,1,0.876,1.0764,1
1,1,1.522,1.517,1
1,0,1.289,1.4866,1
1,1,1.198,-0.84126,1
1,1,1.394,-0.26609,1
1,1,3.59,0.99437,1
1,0,1.239,-1.4065,1
1,1,1.983,-0.8387,1
1,0,1.715,-0.41738,1
1,1,0.851,0.15308,1
1,1,2.557,0.77514,1
1,1,1.423,1.1771,1
1,1,0.845,1.0447,1
1,1,1.02,-0.34159,1
1,0,1.249,1.2204,1
1,1,0.927,0.2969,1
1,1,3.372,-0.68501,1
1,1,1.113,1.3533,1
1,1,3.915,1.0843,1
1,0,1.179,-0.012341,1
1,1,0.963,0.062391,1
1,1,1.374,-0.054378,1
1,1,1.267,0.53497,1
1,1,3.141,0.78994,1
1,1,1.025,1.7611,1
1,1,0.852,1.6098,1
1,1,1.839,0.36378,1
1,1,0.814,-0.044244,1
1,1,2.493,-0.11382,1
1,1,1.573,-0.30895,1
1,1,2.134,1.1052,1
1,1,1.163,-1.3618,1
1,1,1.2,1.2002,1
1,0,1.264,-0.020764,1
1,1,1.138,-0.57289,1
1,0,3.387,-0.58779,1
1,1,1.522,1.914,1
1,1,1.712,0.6529,1
1,1,3.137,0.34561,1
1,1,1.168,0.24193,1
1,0,2.973,-0.33817,1
1,1,1.008,-1.1071,1
1,1,0.841,0.38317,1
1,0,1.263,0.88695,1
1,1,0.918,-1.0714,1
1,1,1.192,-0.67791,1
1,0,2.674,0.46469,1
1,1,1.629,0.023426,1
1,1,1.317,0.27467,1
1,1,2.587,0.29707,1
1,1,1.35,0.5832,1
1,1,1.106,0.31073,1
1,0,1.805,-0.89525,1
1,1,2.635,1.555,1
1,1,1.69,-1.3188,1
1,1,1.226,0.46998,1
1,1,1.185,0.042892,1
1,1,2.293,0.17628,1
1,1,1.671,0.67717,1
1,1,1.941,0.31978,1
1,1,2.19,0.10937,1
1,0,2.854,1.4344,1
1,1,2.997,0.52069,1
1,1,1.4,0.92734,1
1,1,0.942,1.3623,1
1,1,1.219,0.026891,1
1,0,1.427,0.43619,1
1,1,1.077,0.45574,1
1,1,2.61,0.90961,1
1,1,2.09,0.75988,1
1,1,1.699,-1.2169,1
1,1,2.108,1.7592,1
1,1,0.954,0.74915,1
1,0,1.097,-0.15028,1
1,0,1.118,-0.42647,1
1,1,1.687,0.56138,1
1,1,1.056,0.35391,1
1,1,1.01,0.59866,1
1,1,2.344,-1.6581,1
1,1,1.484,-0.26387,1
1,1,1.22,-0.12288,1
1,1,1.235,2.2402,1
1,1,2.998,-0.21945,1
1,1,2.451,-0.30308,1
1,1,3.192,0.723,1
1,1,1.334,0.91535,1
1,1,2.409,-0.70965,1
1,1,1.717,0.57683,1
1,1,1.498,1.0669,1
1,1,1.007,0.86023,1
1,1,2.07,-0.63801,1
1,1,0.962,-0.44169,1
1,1,1.238,-0.061806,1
1,1,2.369,0.86436,1
1,1,2.707,0.34539,1
1,1,0.87,-0.012543,1
1,0,1.297,-0.43879,1
1,1,1.023,2.1135,1
1,1,1.671,1.2109,1
1,0,2.826,-0.44885,1
1,1,1.215,-0.1487,1
1,1,2.112,-0.092399,1
1,1,2.751,-0.082489,1
1,0,1.595,0.3231,1
1,1,1.822,-0.088345,1
1,1,2.176,1.4709,1
1,1,1.611,1.0984,1
1,1,1.302,-0.43747,1
1,0,1.704,0.36732,1
1,1,1.027,0.014944,1
1,1,1.424,0.10802,1
1,1,2.001,-0.9019,1
1,1,1.604,0.88039,1
1,0,3.11,0.041768,1
1,1,1.943,2.0807,1
1,0,3.678,0.28547,1
1,1,0.95,-1.4927,1
1,1,1.101,0.39363,1
1,1,1.081,1.2203,1
1,1,1.541,0.63709,1
1,1,2.368,0.26035,1
1,1,1.461,-0.35447,1
1,0,3.342,0.60348,1
1,1,1.73,-0.45175,1
1,0,3.669,0.36812,1
1,0,3.094,1.2445,1
1,1,1.491,0.31919,1
1,1,2.941,1.9561,1
1,1,1.062,1.6198,1
1,1,1.076,-0.22507,1
1,1,1.326,0.41744,1
1,0,1.027,0.12502,1
1,1,1.283,0.32988,1
1,0,1.614,0.74508,1
1,0,2.334,0.5314,1
1,1,2.071,0.61665,1
1,0,3.147,0.30681,1
1,1,1.803,-0.34301,1
1,1,1.431,-1.3521,1
1,1,1.752,1.84,1
1,0,1.848,1.1197,1
1,1,1.313,0.8326,1
1,1,2.47,2.2051,1
1,1,0.911,0.31393,1
1,1,1.602,0.47036,1
1,0,1.296,0.40495,1
1,1,2.21,-0.092979,1
1,1,2.951,1.3283,1
1,1,3.642,0.31421,1
1,0,2.796,-0.15475,1
1,1,3.317,-1.2488,1
1,1,2.605,-1.0506,1
1,1,1.35,0.6118,1
1,1,1.841,0.043164,1
1,1,1.295,-1.012,1
1,1,0.826,1.0073,1
1,1,1.338,-0.59282,1
1,1,3.969,0.046978,1
1,1,1.356,-1.0195,1
1,1,1.617,-0.19171,1
1,1,1.401,0.83927,1
1,1,1.235,0.74316,1
1,1,1.118,-1.1885,1
1,1,2.693,-0.66378,1
1,1,0.825,0.46721,1
1,1,0.935,0.18636,1
1,1,1.427,0.90655,1
1,1,1.66,-0.2586,1
1,1,2.206,-0.69971,1
1,1,1.271,1.5107,1
1,1,3.584,-1.3273,1
1,0,1.533,0.14003,1
1,1,2.74,1.9683,1
1,1,3.641,-0.49788,1
1,1,3.02,0.52154,1
1,1,0.875,1.7871,1
1,0,1.157,-0.11137,1
1,1,1.746,2.0961,1
1,1,2.461,-0.86529,1
1,1,0.907,-0.8212,1
1,1,1.634,1.1957,1
1,1,1.212,0.050376,1
1,1,1.65,-0.48368,1
1,0,1.289,0.72128,1
1,1,1.581,0.99582,1
1,1,0.949,0.93206,1
1,1,1.462,-0.9276,1
1,1,1.242,0.3605,1
1,1,1.075,-0.18407,1
1,1,2.163,1.5007,1
1,1,2.428,-0.54544,1
1,1,3.558,0.99937,1
1,1,0.883,0.44909,1
1,1,1.728,-0.41343,1
1,1,1.328,-0.11688,1
1,1,3.751,0.82593,1
1,1,1.997,-1.2658,1
1,1,1.266,0.15422,1
1,1,0.857,-0.31702,1
1,1,3.195,-0.010955,1
1,1,1.404,2.7641,1
1,1,2.107,-0.12082,1
1,0,1.913,-0.2522,1
1,1,1.612,0.43471,1
1,1,1.419,0.075552,1
1,1,1.249,-0.045704,1
1,1,0.962,0.86635,1
1,1,0.917,0.16143,1
1,1,1.354,-0.3167,1
1,1,1.468,0.4634,1
1,1,0.908,2.7351,1
1,1,0.796,1.8796,1
1,0,1.571,-0.93505,1
1,0,0.902,-0.19948,1
1,1,0.852,1.0392,1
1,1,0.993,-0.42594,1
1,1,1.503,-0.29422,1
1,1,1.445,0.5853,1
1,1,2.108,-1.3007,1
1,1,1.131,-0.13837,1
1,1,1.186,1.3528,1
1,1,1.057,0.07383,1
1,1,1.997,0.80295,1
1,1,1.632,-0.19533,1
1,1,2.329,0.85388,1
1,1,1.684,-1.037,1
1,1,2.392,-0.9912,1
1,1,1.326,0.15369,1
1,1,1.891,-1.1609,1
1,1,1.123,0.47333,1
1,1,1.002,1.5112,1
1,1,1.129,-0.083977,1
1,1,1.269,0.96118,1
1,1,3.068,-0.47118,1
1,0,2.154,-0.0046772,1
1,0,1.514,0.82997,1
1,1,1.002,-0.23262,1
1,1,2.781,0.52836,1
1,0,3.454,-1.8777,1
1,1,1.257,0.73538,1
1,1,1.634,0.6674,1
1,1,0.924,-0.11499,1
1,1,1.981,0.37904,1
1,1,1.211,0.097941,1
1,0,1.066,0.85381,1
1,1,1.802,-0.22147,1
1,0,1.429,0.8073,1
1,1,1.57,1.9158,1
1,1,1.752,1.0514,1
1,0,2.69,-0.134,1
1,0,1.459,-0.23337,1
1,1,1.588,0.80184,1
1,1,2.279,-0.73822,1
1,1,1.209,0.50334,1
1,1,1.221,-0.49609,1
1,1,1.406,0.063796,1
1,0,1.633,0.38914,1
1,0,1.123,-1.0683,1
1,0,1.234,-0.9065,1
1,0,2.523,-0.35289,1
1,1,1.078,-0.92648,1
1,1,2.218,0.70831,1
1,1,1.376,-0.2738,1
1,1,2.871,1.1327,1
1,0,3.451,-0.17644,1
1,1,3.165,-0.33027,1
1,1,1.967,0.57343,1
1,1,1.255,0.22493,1
1,1,2.417,-0.50828,1
1,1,0.99,0.75925,1
1,1,3.729,-0.88218,1
1,0,1.768,0.19571,1
1,1,0.867,2.0739,1
1,1,1.038,0.43179,1
1,1,0.88,-0.57016,1
1,0,1.371,0.75644,1
1,0,2.347,-2.1339,1
1,1,2.291,1.2784,1
1,1,1.133,0.2856,1
1,1,1.058,0.60035,1
1,1,1.652,-0.74652,1
1,1,2.761,1.3556,1
1,1,1.556,0.1217,1
1,1,1.463,-0.16124,1
1,1,1.035,0.10836,1
1,1,3.004,-0.13625,1
1,1,2.564,0.46645,1
1,0,3.202,0.1789,1
1,1,1.921,-0.49723,1
1,1,0.797,1.0898,1
1,0,1.17,0.56081,1
1,1,1.066,-0.39317,1
1,1,1.381,0.79528,1
1,1,1.89,-1.3147,1
1,1,0.954,-0.66139,1
1,1,1.418,0.59393,1
1,1,1.179,-0.32414,1
1,1,1.201,-0.2784,1
